,efficiency,quality,end_time,start_time,time_offset,update_time,create_time,sleep_duration_in_hour,Date,week_day,year_month,sleep_start_hour,sleep_wakeup_hour,next_start_time,next_end_time,delta
396,93.04813,,2018-12-09 08:18:00.000,2018-12-08 22:17:00.000,UTC-0500,2018-12-09 04:31:13.345,2018-12-09 04:31:13.345,10.016666666666667,2018-12-08,Saturday,2018-12,22,4,2018-12-09 22:34:00.000,2018-12-10 08:10:00.000,14.266666666666667
85,90.52133,,2018-12-10 08:10:00.000,2018-12-09 22:34:00.000,UTC-0500,2018-12-10 02:18:38.261,2018-12-10 02:18:38.261,9.6,2018-12-09,Sunday,2018-12,22,2,2018-12-10 22:21:00.000,2018-12-11 06:33:00.000,14.183333333333334
358,91.85803,,2018-12-11 06:33:00.000,2018-12-10 22:21:00.000,UTC-0500,2018-12-11 06:34:16.144,2018-12-11 06:34:16.144,8.2,2018-12-10,Monday,2018-12,22,6,2018-12-11 23:07:00.000,2018-12-12 08:03:00.000,16.566666666666666
370,90.130356,,2018-12-12 08:03:00.000,2018-12-11 23:07:00.000,UTC-0500,2018-12-12 08:04:07.432,2018-12-12 08:04:07.432,8.933333333333334,2018-12-11,Tuesday,2018-12,23,8,2018-12-12 22:17:00.000,2018-12-13 05:41:00.000,14.233333333333333
248,87.64045,,2018-12-13 05:41:00.000,2018-12-12 22:17:00.000,UTC-0500,2018-12-13 05:46:29.602,2018-12-13 05:46:29.602,7.4,2018-12-12,Wednesday,2018-12,22,5,2018-12-13 21:43:00.000,2018-12-14 05:19:00.000,16.033333333333335
432,93.43545,,2018-12-14 05:19:00.000,2018-12-13 21:43:00.000,UTC-0500,2018-12-14 05:20:21.420,2018-12-14 05:20:21.420,7.6,2018-12-13,Thursday,2018-12,21,5,2018-12-14 22:28:00.000,2018-12-15 05:28:00.000,17.15
390,90.47619,,2018-12-15 05:28:00.000,2018-12-14 22:28:00.000,UTC-0500,2018-12-15 05:07:13.803,2018-12-15 05:07:13.803,7.0,2018-12-14,Friday,2018-12,22,5,2018-12-15 21:41:00.000,2018-12-16 07:00:00.000,16.216666666666665
19,89.54128,,2018-12-16 07:00:00.000,2018-12-15 21:41:00.000,UTC-0500,2018-12-16 07:00:23.008,2018-12-16 07:00:23.008,9.316666666666666,2018-12-15,Saturday,2018-12,21,7,2018-12-16 21:20:00.000,2018-12-17 06:11:00.000,14.333333333333334
438,90.01883000000002,,2018-12-17 06:11:00.000,2018-12-16 21:20:00.000,UTC-0500,2018-12-17 06:11:52.641,2018-12-17 06:11:52.641,8.85,2018-12-16,Sunday,2018-12,21,6,2018-12-18 00:11:00.000,2018-12-18 06:55:00.000,18.0
28,89.87654,,2018-12-18 06:55:00.000,2018-12-18 00:11:00.000,UTC-0500,2018-12-18 07:10:03.345,2018-12-18 07:10:03.345,6.733333333333333,2018-12-18,Tuesday,2018-12,0,6,2018-12-18 23:13:00.000,2018-12-19 07:38:00.000,16.3
364,91.30435,,2018-12-19 07:38:00.000,2018-12-18 23:13:00.000,UTC-0500,2018-12-19 07:43:51.518,2018-12-19 07:43:51.518,8.416666666666666,2018-12-18,Tuesday,2018-12,23,7,2018-12-19 23:20:00.000,2018-12-20 06:48:00.000,15.7
70,90.423164,,2018-12-20 06:48:00.000,2018-12-19 23:20:00.000,UTC-0500,2018-12-20 06:49:43.477,2018-12-20 06:49:43.477,7.466666666666667,2018-12-19,Wednesday,2018-12,23,6,2018-12-20 22:39:00.000,2018-12-21 08:01:00.000,15.85
303,90.94139,,2018-12-21 08:01:00.000,2018-12-20 22:39:00.000,UTC-0500,2018-12-21 08:16:03.263,2018-12-21 08:16:03.263,9.366666666666667,2018-12-20,Thursday,2018-12,22,8,2018-12-21 23:18:00.000,2018-12-22 07:32:00.000,15.283333333333333
467,90.890686,,2018-12-22 07:32:00.000,2018-12-21 23:18:00.000,UTC-0500,2018-12-22 07:32:43.990,2018-12-22 07:32:43.990,8.233333333333333,2018-12-21,Friday,2018-12,23,7,2018-12-22 22:40:00.000,2018-12-23 08:27:00.000,15.133333333333333
46,90.97104,,2018-12-23 08:27:00.000,2018-12-22 22:40:00.000,UTC-0500,2018-12-23 08:27:11.850,2018-12-23 08:27:11.850,9.783333333333333,2018-12-22,Saturday,2018-12,22,8,2018-12-24 00:00:00.000,2018-12-24 08:22:00.000,15.55
472,89.662025,,2018-12-24 08:22:00.000,2018-12-24 00:00:00.000,UTC-0500,2018-12-24 08:23:36.079,2018-12-24 08:23:36.079,8.366666666666667,2018-12-24,Monday,2018-12,0,8,2018-12-24 23:34:00.000,2018-12-25 06:55:00.000,15.2
267,90.04525,,2018-12-25 06:55:00.000,2018-12-24 23:34:00.000,UTC-0500,2018-12-25 06:56:26.968,2018-12-25 06:56:26.968,7.35,2018-12-24,Monday,2018-12,23,6,2018-12-25 23:39:00.000,2018-12-26 09:00:00.000,16.733333333333334
444,91.1032,,2018-12-26 09:00:00.000,2018-12-25 23:39:00.000,UTC-0500,2018-12-26 09:14:40.285,2018-12-26 09:14:40.285,9.35,2018-12-25,Tuesday,2018-12,23,9,2018-12-27 00:31:00.000,2018-12-27 08:53:00.000,15.516666666666667
476,89.86083,,2018-12-27 08:53:00.000,2018-12-27 00:31:00.000,UTC-0500,2018-12-27 09:08:01.285,2018-12-27 09:08:01.285,8.366666666666667,2018-12-27,Thursday,2018-12,0,8,2018-12-28 00:50:00.000,2018-12-28 09:17:00.000,15.95
437,94.76309,,2018-12-28 09:17:00.000,2018-12-28 00:50:00.000,UTC-0500,2018-12-28 07:32:49.552,2018-12-28 07:32:49.552,8.45,2018-12-28,Friday,2018-12,0,7,2018-12-28 23:04:00.000,2018-12-29 08:12:00.000,13.783333333333333
397,91.78832,,2018-12-29 08:12:00.000,2018-12-28 23:04:00.000,UTC-0500,2018-12-29 08:12:34.670,2018-12-29 08:12:34.670,9.133333333333333,2018-12-28,Friday,2018-12,23,8,2018-12-29 15:07:00.000,2018-12-29 17:21:00.000,6.916666666666667
254,82.96296,,2018-12-29 17:21:00.000,2018-12-29 15:07:00.000,UTC-0500,2018-12-29 17:36:28.276,2018-12-29 17:36:28.276,2.2333333333333334,2018-12-29,Saturday,2018-12,15,17,2018-12-30 00:58:00.000,2018-12-30 08:18:00.000,7.616666666666666
176,90.022675,,2018-12-30 08:18:00.000,2018-12-30 00:58:00.000,UTC-0500,2018-12-30 08:20:12.635,2018-12-30 08:20:12.635,7.333333333333333,2018-12-30,Sunday,2018-12,0,8,2018-12-31 00:47:00.000,2018-12-31 08:13:00.000,16.483333333333334
433,91.27517,,2018-12-31 08:13:00.000,2018-12-31 00:47:00.000,UTC-0500,2018-12-31 08:27:58.272,2018-12-31 08:27:58.272,7.433333333333334,2018-12-31,Monday,2018-12,0,8,2018-12-31 11:00:00.000,2018-12-31 12:18:00.000,2.783333333333333
82,94.936714,,2018-12-31 12:18:00.000,2018-12-31 11:00:00.000,UTC-0500,2018-12-31 12:33:25.286,2018-12-31 12:33:25.286,1.3,2018-12-31,Monday,2018-12,11,12,2018-12-31 23:55:00.000,2019-01-01 08:14:00.000,11.616666666666667
48,91.2,,2019-01-01 08:14:00.000,2018-12-31 23:55:00.000,UTC-0500,2019-01-01 08:29:13.707,2019-01-01 08:29:13.707,8.316666666666666,2018-12-31,Monday,2018-12,23,8,2019-01-01 23:11:00.000,2019-01-02 06:23:00.000,14.95
29,92.0,,2019-01-02 06:23:00.000,2019-01-01 23:11:00.000,UTC-0500,2019-01-02 03:46:45.577,2019-01-02 03:46:45.577,7.2,2019-01-01,Tuesday,2019-01,23,3,,,
